,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16,comp17,comp18,comp19,comp20,comp21,comp22,comp23
UploadSpeed,0.44129662561746413,-0.3522228801333165,-0.14819979631377245,-0.36752914894803845,-0.5191126670470659,-0.260034695813106,0.26439101221846106,-0.25553666318147034,-0.09761644597319634,-0.0707371403655698,-0.04033285469025356,0.05895184664904316,0.01734736459748171,0.019714468442130907,-0.011248545582105139,0.057761764461453216,0.1609883750454184,0.018656077051051736,-0.03537278841686727,0.006705894908064416,0.01953973778332658,-0.011271173372443018,0.00046131393674339415
Download,0.5938483987273865,-0.47598570853249134,-0.03891629743634333,-0.26443888309544783,-0.3745804990044055,-0.22262678502592156,0.19405638444019396,-0.24679548198390283,-0.10628949301764481,-0.06473679120848451,-0.009456865755678763,-0.017231206315403032,0.037925493950601304,-0.01998186223306532,0.0015917570857032096,-0.04115810660680534,-0.19756163105190475,-0.014104483679641122,0.04403345886924322,-0.002097056579890476,-0.015122760530034182,0.009470698270870735,0.00030219737214987996
FixedBroadbandSubscriptions,0.7611624912006064,-0.4354552177268919,0.2025539850053607,0.12754193133120556,0.04546877677188357,0.12716867868385606,0.12205694203147457,-0.017392630938963163,0.09158658936317124,0.08900048630079632,0.01614144428240213,-0.10244176995735173,-0.06797309633043232,0.07425356866676462,-0.15522553985182877,-0.27446936723490795,0.05047067717444235,0.031169904957855533,0.0019813709212122685,-0.008932123187367455,0.0052804258922116345,-0.0040479855144625885,-0.0015660942731076982
ChargesIntellProperty,0.2627624765377322,-0.24334727954093766,0.10979770552246834,-0.06628314775183727,-0.1257729905121665,-0.1699321363740052,-0.7852064344423658,-0.25159223733542596,0.10498038435585444,0.11311275789891971,0.2284011329180807,0.22918171897604214,0.02493112999605661,0.013567922286866681,-0.026190929969761665,-0.01871369136340133,0.004454891985373071,0.01901051766549811,-0.0029852669642065986,-0.0009214210917493705,0.0015460955391915596,0.0017181802373916336,0.0007314215930342156
GovernmentExpenditureOnEducation,0.05377125611860795,-0.07271445112145677,0.13178265557502436,0.39653316867277655,0.10086501957717023,-0.713670664905337,0.014997198729751741,0.3096870944773573,-0.28932614510349536,0.16063806929563193,-0.2182245733946143,0.19821846225699408,-0.013888596295546686,0.03232553594308612,-0.05996562781548026,-0.016289781889228427,-0.0031755412548170048,0.006973874031007371,-0.0001527941017459358,0.0008595387622943679,-4.3392155435186376e-05,0.0003938581089840378,0.00014168009367382029
GrossEnrolmentRatio,0.6166744330321101,-0.3600098656016817,-0.015275736827200502,0.2437513723403586,0.02228034381296246,0.01450083669649068,0.2024036249530154,0.19655643989540006,-0.1157585252926207,-0.03631495638756086,0.4619549653714073,0.09651559720645125,-0.2686109514340689,-0.19121938063933253,0.03662749758224751,0.04989683218064802,0.005454062348507113,-0.0035521621136182257,0.010219447553475085,-0.001808457932192117,0.0031436354406850064,-0.001096152118326481,0.0018788212704388212
HighTechnologyExports,0.2378977025448034,-0.3678530749098392,-0.0060087112560330645,-0.213390486028631,-0.1448333632665932,-0.32963318543887954,-0.04919973802297072,0.46580022299918056,0.6204489039795862,-0.13209179924044973,-0.044555994439188444,-0.08678103867692528,-0.016505819877400026,-0.019165984046522613,0.01578505052408132,0.02452255192748121,-0.005664953879744031,-0.006005250654201943,-0.00237550297662788,0.0004979217572857411,-0.0025080964690495267,-0.00027870721835712687,8.208396316869601e-05
GINIindex,-0.5586222645597726,0.22415707302935195,0.4016430176792353,0.3166188594765971,-0.5665743219686252,0.07502248696201723,-0.029177001100349043,0.057299513448612636,0.02721160110855099,0.10137959163551884,-0.016409359381408566,-0.0702746520207695,0.0007138464516702088,-0.03862935390782232,0.033440106065409925,0.010099179709422996,0.042156523328929836,0.030392317529031765,0.15185441094641225,-0.02405091968498314,0.008943031149770977,0.0005992670458216029,-0.0015232528297754368
IncomeShareLow20,0.4817328624085074,-0.16552289436328851,-0.43382755752224916,-0.3844060721290649,0.5942003905975287,-0.10106480192180474,0.010030718312528891,-0.07867165399431744,0.0063795013625664735,-0.05409414674372445,-0.03980131366090119,0.0618055303552303,0.005213898628554375,0.02360426063088623,-0.02842935620022832,0.03108544101823829,0.04437553778155191,0.0240403247865384,0.14558324863332278,-0.020842874145532007,0.008448578516820739,0.0019697951501124033,-0.0014444418896803865
SurveyMeanIncome,0.4082218832442319,-0.5121384149800494,0.3239126027551677,0.13019026255498037,0.22785577780228514,-0.21009783304800259,-0.23943888456613835,-0.10038984966936648,-0.17889714575693147,-0.05742646348902931,-0.044207388258051566,-0.4262642458081587,0.10160987754727151,-0.19770734597617193,0.1221587486140158,0.021867860702903173,0.031109972189815593,0.027491184364930542,-0.00899846097366382,0.012448882898771862,0.0009102533232866488,-0.00046779824112726416,5.878394197387723e-06
Unemployment,0.07793525515770505,0.23982699784040273,-0.07161794751252631,0.6903736563223777,0.034916812979337436,-0.1948204615121804,-0.014530102608825105,-0.3010803087444824,0.12373594957012603,-0.5364526129269035,0.0148667709548579,-0.015449426234761404,-0.046218286914561556,0.11517365415032091,-0.07242538782177932,0.01790555398591061,0.0016600372160580582,-0.005047703286783518,0.007736390821473823,-0.004682454715270826,-0.00047541428265131794,0.0005035007695803082,-0.0004293269351378025
UnemploymentTertiaryEducation,0.35145350362845507,-0.050076482504992255,-0.2517424223616929,-0.21290090771768222,-0.259556076560223,0.25902279201759937,-0.3558915974263318,0.462518650395791,-0.3905669454759425,-0.3519983270379714,-0.040881302006447885,-0.0359974954967223,0.002063627164595131,0.09231268583064815,-0.02962650104965732,-0.035270220026957816,0.0038180396276077774,0.00827733976237783,0.008971882388423542,0.000857511408171491,0.001656476286244285,0.00016991068048376542,-0.00027834330943895353
GDP_BM,0.5018049327407555,-0.486856015720296,0.32388038080452985,0.03048546565356619,-0.0017058730176998493,0.3112265202604035,-0.1536228301555029,-0.1133758432227216,0.0345710089356159,0.04572914491218812,-0.38583593683945705,0.0374838271863758,-0.3016295087451234,-0.028927418279949765,-0.1076281218895323,0.11771222302982723,-0.013115800844239201,-0.02826021327671374,0.0010807007987320696,0.011206013063650608,-0.008040003935274688,-0.006007464079264166,0.0005111616395690212
