CountryCode,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16,comp17,comp18,comp19,comp20,comp21,comp22,comp23
ABW,9498.103726255964,-299.2396997722778,-16.945124165071356,37.58067500236453,-19.324686854270944,18.863447556889255,3.2542038198663468,-7.430595136864433,-8.755630653676478,-4.509121011371947,-1.3482061439048263,-3.0023929397035665,3.598353179835286,-0.8786556169372151,0.25348611826851924,1.6080072550555813,-0.6510071373012318,0.8256592008197516,0.9965614305869565,-0.16198739586894595,0.05756287039466414,-0.3634749375859159,0.2984155828720129
AGO,-12150.171561759784,-83.65406059621098,44.25757148911009,3.5603673581648674,-0.6161917596548657,3.416959038796128,2.4008129543595063,5.901660755393823,6.572787886779055,0.30808094639511036,0.8222663284775215,-1.4203950848782658,-7.003926231758225,-1.1216716471843355,-3.6148937679321302,-1.0697103211380543,0.37833040381825306,0.42624660354247507,0.39130623832847694,-0.5467143264864441,0.014288924202656941,-0.009439670777795266,-0.014103508340517016
ALB,-12287.957910951178,-74.09097724530872,-38.50187939913874,2.934491275682224,-0.1511508522616585,-17.518776401760803,-9.362231379086767,-9.145828223327252,-6.733240464388874,-10.661492718184128,-0.6682630439107207,-10.57675068626578,-1.0434776924464624,5.192965951933723,-0.8389124802860568,-0.7062641173548563,0.8301125799891097,0.5926734269910605,-0.2969559752286846,0.4042079370544907,-0.2021137264802135,-0.09335237994155904,-0.13597724971838196
AND,28780.360094595526,-425.9921663869212,-26.09629340918759,26.855950628386516,-10.41124770138925,7.127143054449601,-6.121992937979686,5.504486928456935,-7.2557302470655625,-2.4978925897180786,-1.4924644216593268,6.5926337034807725,-1.9698521997546632,-0.20812967195354584,-2.8511628831293874,0.6860802907272745,4.510633342609602,-0.19812204390558272,2.234346095038231,0.03360119379782727,-0.5582888456486531,-0.048998262533086534,-0.0639732258726298
ARE,24172.847739305453,-357.7762856908361,-12.311402098205718,32.271593332819656,-5.407591543495412,22.21160015764409,-17.080869452314577,-6.672496939376763,8.278078810813838,5.6769918693880195,1.2631437137046133,-8.05268238538878,-2.9884114953058774,-1.4570742231720193,6.958031672175721,-2.572273321563035,0.14770558717201293,1.2372875181518501,-0.6775803422779644,0.14144850139303822,0.2208196281955005,0.015500080232874035,0.10601872944838896
ARG,-3630.325166774288,-163.44083866670178,-39.10507752697802,-12.762618392545727,-15.113332045471743,-22.524725121388503,2.90785095942326,-2.44392769221573,-10.373572516149824,4.656748287536883,-1.1506061019307119,-3.3470218612204174,2.152822745789507,-1.9245932642826926,-0.5472954078954333,0.19254531252399376,0.36636281893165246,-0.801332976953306,-0.11669480866985861,-0.7242999725770537,0.13759224519277224,0.003472712015927219,0.019126206062925238
ARM,-12751.126926647266,188.7875801943805,-32.98049899699128,23.41307534600697,57.08151654012544,-19.122034715801135,-37.36762764882821,-4.046253597460997,14.193794691236349,-24.364495982978514,21.437115124099023,3.4874923355353684,4.673022780130877,-12.468243798566798,1.9826502548301133,-4.212791224872463,-5.557473001450276,-5.6472274346027564,2.183453330155895,-0.08520591142110637,0.18711427392545388,0.6476723139360103,0.12112005945963893
ASM,-11954.246962553405,176.96053070037496,-0.1776655433736489,-2.315335842117308,19.411068190800453,-4.997723975420555,3.8701555622742667,1.7495584168576852,-0.9538952014560009,-0.8820258636593399,0.8377124581050673,6.90633571500796,19.102606714766384,-2.7895052449917364,7.077792737544787,2.306809883712686,6.2131645239106135,-1.9530712240925758,-0.2667833455672873,-0.15500934854435838,-0.5453916332961499,-0.011912644637675716,0.09393312227612752
ATG,-1842.0351910987065,-223.37267328289218,-10.567055524352106,23.09405185730311,-8.88453952596501,11.013494827186664,-1.5512602453092574,-9.391282067390067,4.160873482321965,-0.3179608428363729,-0.8208895194131766,-2.2135562955981545,-2.3378097283493275,0.021059557681185045,-1.0000434688181228,-1.0866763566513007,1.8052315742528293,0.5734412369528951,0.11531106683508469,0.01599899861636415,-0.20700583765499633,-0.0008425233078853549,-0.10934751779890875
AUS,40074.69680621226,-688.6534778166689,-20.486747874876883,-13.80974227454911,-5.334447449471192,-23.342366977963938,-5.934861063162477,2.649685493250654,-7.879141058791054,0.1393923018440914,-3.3267251087588487,-4.909454182832784,-3.075588545215783,-0.7613379308855069,0.877758035725597,1.0731578919990128,0.31133371213811667,0.6212237190956451,-0.0724103612637368,0.020836521659241998,0.0414889343533714,0.019867656952578753,0.09412547373902479
AUT,27190.382739517532,-480.293808132494,-33.740718969751896,-16.805757379395878,-11.951417927274177,-5.640562124626137,14.564800422335034,7.55080478204448,17.528631821476036,0.8479195010654866,-0.13909867651196675,-5.533204846671343,1.342096069206771,-3.2994599646870277,1.7307499590307118,-0.9973497466640482,-1.2238784571774897,0.6288395634194857,0.520432986388029,-0.36458828788273934,0.050612526915943486,-0.05003950591161631,0.08280048491691223
AZE,-10755.19433882115,-101.40019744005451,-24.317357734515518,27.179444480068415,-18.941136061961195,10.09720625279483,-1.6500990432391358,0.6618315033792271,2.8158801441792836,-5.108586771272412,-11.175151551606417,4.646703295992308,9.603329742386729,1.2559208400422817,-0.7509397068118419,-1.660977345999906,-0.20265312045603967,-0.45388115842126964,-0.31120711000487894,0.29796826413088573,-0.07398847074376763,0.10167295390814006,-0.12826162284305911
BDI,-15975.768063661979,-27.059601407466136,54.636152987788584,-3.9187959468517626,9.742145821112086,10.553531586858606,6.604756661655367,-2.5874700754814244,11.165299945058687,-6.0193006308628725,-5.227513806184911,-0.6502574222051345,-1.601130706382383,2.245789240579517,0.9047386912230636,1.1718749962824155,-1.0471888785893988,0.33410949464237094,0.10218744787087995,0.9260711155226192,-0.10011758800009414,0.044095516701995845,-0.03390465784625376
BEL,23964.5389531263,-311.1199887390127,-38.48785939671892,-11.551322693076651,-8.45060249449169,1.1423107738944815,13.798224152688379,5.177785488143066,15.674819882177383,-4.484362326303646,-2.9829230414141694,2.1082701584269965,-3.3139378837759366,0.7218884077262141,7.498618610014286,0.6029469137067119,-1.448000186561615,-0.10509424535741763,0.23988689459329826,0.10842211613589069,-0.11917070444962441,-0.0187491282825684,-0.04487018868915192
BEN,-15472.816938934215,-34.32402408556744,50.01111915914881,-4.084345894587099,1.8363261698131625,-5.194783951089518,4.008879589595738,3.6743788379360547,7.674191585007896,1.6607685211708778,-3.5841901631497586,1.5733894499513092,-1.5202905726599087,-6.230783721622312,-2.2869750706261547,-0.006386485830356009,-0.2245816247941213,0.19399549221830367,0.09050112477080419,0.08498521985592729,-0.06759916855426142,-0.012933147932068196,-0.0028880867769460225
BFA,-15638.802466520983,-32.06392836710107,52.52285768439994,4.046427879811242,-1.0333018274467298,1.8709676702744553,10.06754378356554,9.095839495972193,0.36148308209348595,-7.924182047899563,-6.500539230201972,-3.2803395986674326,3.450743327191158,-3.192496144648719,-0.776631116023485,-0.06743428674300998,-0.31233695482149,0.1809949007288944,0.01010146371053608,0.4589540045265289,-0.023209690332768727,0.11540686035178081,-0.025099406001787155
BGD,-15039.854925659594,-40.73520656673471,41.92484150897768,0.5782753337805856,12.772820364526366,-0.7653067737975204,3.824040382467309,-2.670763705489678,8.079468316808173,-12.81606930622422,-3.2721201163098903,-1.2682828511137345,4.176043579971173,-6.162074785330114,-2.80715646906975,-2.6916167438809437,-0.9373603813761181,1.5660908606412882,0.20270431568948985,0.26819816631275045,-0.21569537523715546,-0.6431111378670764,0.2924873287555817
BGR,-9433.900974391187,-91.73940552975478,-41.168667557834915,-17.380149779870504,19.723242815142665,0.9185671601524027,3.1084018817395234,-9.076739009339905,-9.353302326532418,-6.095548505736334,3.3286795678059393,-0.6408823217273123,-5.111175049984435,-2.2488371291142717,-0.22204470850461108,-1.3131915929252245,0.20799279270744217,-0.7687437723073,-0.6276672148675304,-0.7742232848409839,0.1123322225985743,0.09138574783609957,0.02847739581228874
BHR,7145.731304494209,-105.76926133249015,-38.889319278460796,28.669899365217137,-21.063173802307507,11.058796141283562,-6.044195943333636,-10.047572908375928,1.130651265662588,3.7714058088771543,-6.209049869579138,-0.7272381821691659,-1.5449087721703056,-1.4204347449093073,-2.0310069297771776,-1.3911676373175648,-0.03811736817297341,0.15861255822847,-0.0024514963838904035,0.14649370372588041,0.05933466811753003,0.09184873970970658,-0.05982014687536323
BHS,6643.605604818597,-311.56246092780106,-21.514482091848745,16.953129618164095,-17.790534692111567,1.2490771138295995,1.945386857324384,-9.964203210879518,-2.6137454507532674,-1.5557515564124735,-0.21800222583122017,1.368903876516622,-0.7238393742341476,6.115067485340481,0.44848739567469365,-1.71398465201762,0.11154845169788714,0.3859914086586763,0.23051984397259234,0.2462725433499656,-0.10768330151029872,0.06134757857814996,-0.1368013480498317
BIH,-12054.060493885918,-83.25616664855511,-40.183727230348374,20.15893786162468,1.4465881189806116,-11.79246010149092,4.2257400853591065,-5.34300186866259,-3.0319290609399725,-18.110303069294897,13.612330721008286,-3.874086665306176,-4.024296525754809,5.431761006652787,-1.6345744389972943,-0.7164276001832759,1.5212745318109357,0.14307188276879715,-0.9685928705820367,-0.022940814489197523,-0.16104443906343097,-0.31484095602358625,0.1090946631927316
BLR,-10509.877367794208,-82.9529004643618,-54.706216318319875,-18.787570128725804,15.18321136135459,-23.714815958244817,5.316054731744206,-3.0277042021851464,-5.083295125422269,-11.339831793325512,-8.05992578266224,2.736674529832394,1.3732364736942773,-5.68534979970168,-4.05146827383312,1.2605297824754622,2.0139503394233604,3.409394169937276,-0.17801085094473143,0.27354356718999484,1.0838170397213063,1.3135374482702264,-0.2951411794119576
BLZ,-11355.02649479218,-81.98830746858769,15.197469582228154,12.8121257647882,-8.15577022054465,-5.53983428584555,10.714388058297686,-6.085383253938859,-7.2602113991128965,4.7005779436265955,8.031355178045265,-0.8091322302041029,3.2918272049365003,-3.8500803831671746,-0.2928943073767557,0.6378956106245539,-0.7722912029809327,0.5272272107380287,-0.6501327528814083,-0.4830047348628639,-0.029819649873935154,0.058146503135515164,-0.0831152534498162
BMU,-1.2632838149894834,-90.8811876732134,-57.0101313410666,37.859182809826336,-19.0102972749492,25.179894166252037,-0.4900542365931472,16.2292620112517,-7.768780186644759,-4.130368268529426,-8.918182978760608,24.670846594813153,-5.370531586075527,2.167390090392508,-5.389241854508677,-2.5506596585673567,-0.7326289054355457,-2.739394241870414,-2.0640722235384903,0.45779734861000304,-0.22320103358486473,-0.22172960915662304,-0.00438253021179185
BOL,-13157.91836626042,-62.39875488158147,-2.214411462709871,1.849721353616218,-6.489937465248343,-8.509416497622148,-13.411694760461415,5.882072243740963,1.8181692687834226,10.67861413794685,2.000225951228308,-1.9313604438285883,-0.16070396836603143,-5.091346830639045,-0.63337213235908,2.694482699112345,-0.6005945750417117,-0.9268585812084935,-0.3220068309672241,-0.9294464664991315,0.10849761779722254,-0.19529352327647237,0.1420695432945715
BRA,-7714.164723988068,-120.83641989038301,-15.96886298578845,2.0941435903492676,-13.835141964620911,-1.1392181108159647,4.741186320189446,0.9810468323704418,-12.412811155995579,7.620347897315228,3.814991000387558,-0.6834711355497198,-0.9620231583777628,-4.794140162169275,2.3334968217190144,0.741139424995377,-0.0998930328166181,-0.5716318884456144,0.07839246203262433,-0.24803254681997977,0.06786389712011849,0.0712312251540486,-0.02291501066647038
BRB,-356.7196776784036,-215.48736792614514,-46.62608642184271,-0.5146007393572045,-11.438434640273723,-2.6997579882684066,3.241938059682936,5.676576220986547,-11.916132296423598,-4.156865072014818,1.9444328714036299,1.774057952649957,-3.9292648846314213,-0.3621227872316069,-3.1128305023077525,1.1167484054889432,-0.9927959775406253,-1.3053507100702295,-0.2652710944544587,0.2521953831007237,-0.22287400957604853,-0.3994743893801645,0.11721169018746745
BRN,-3.615746221741336,-245.56983036334222,-12.602074635367199,20.709500160189297,-20.21172029126064,3.2141977668853623,1.5788564765678215,-1.424151966428196,-6.02156070449526,0.7895782903267277,-3.560587908484244,-10.170040382489844,3.693387349334846,-3.258044344799306,-2.1448786594013693,-0.8647130604786826,0.5781239303223575,-0.284705122129064,0.2072285549741057,-0.18355856435056947,0.1402292026117725,0.053878685838427066,0.0190505204391588
BTN,-13736.956741432625,-59.360635104677556,18.72772624449825,18.61175462502652,2.7324045748016355,3.130318626511164,-17.735180077266776,-5.7820157348423225,8.544140517161894,-1.4294706742227583,-4.549661070949626,3.0888440327793685,2.406719714890559,-3.2465970323217928,0.26769035614316944,2.980245293265125,-0.4537670516526636,4.141678812397169,0.8264885922076464,-0.23099581864557306,-0.6439752741877744,-0.2420747847181941,-0.12902205351743787
BWA,-9884.351667555566,-113.2425086169675,33.83612918347971,-1.929875675675919,-5.741872578285307,-9.268660321453863,11.86421289667904,-6.471907221091246,-7.711211272097632,8.517781442682411,15.54794461568062,4.244521208791841,3.727711813867521,0.3553166006987324,-0.44694540127074506,3.553373594041361,-1.5509620062050007,-0.42263431362228215,0.09702570811188747,0.7533668465253636,-0.00032195216840102297,0.09029204261662685,-0.04174695828058314
CAF,-15940.874171605028,235.90122282973525,57.299965091492254,0.6528796564536441,3.8471707626278087,9.712370770654875,17.075523857870525,-7.338256793590151,-5.59111378358204,4.089184206118119,7.018305334621712,3.0118005391555376,-5.353625919373192,-7.037377060297634,0.6776689173016843,-3.499253584452159,1.0826761088242605,0.12027298161221144,0.18716846624021194,0.04460709845686591,0.0341252969722637,0.04750186812048702,-0.03155870807192636
CAN,26999.21982987334,-354.1842602595065,-21.13712858280406,19.693774099812053,-0.17023239574530405,8.16476153132081,-14.69683841083356,3.5750144577652727,7.8344239301072784,-2.671493846486326,-4.3956352977652315,10.011780782125037,-5.228540902422613,1.5425675652263884,3.8624461099394587,2.3360058931066288,0.3062441142536028,0.13843380292045498,-0.37706366779282474,-0.15951716786693113,-0.2618604611475704,0.03787923813703616,-0.16690905949030332
CHE,63950.66382756607,483.7553309394689,6.811367086978928,-9.208715976539407,-1.4691790381085787,13.457131088434904,18.847001692165833,17.219265658785773,20.67243379530718,-1.5878097444738646,3.430931141331999,2.6058720545866048,-2.959598148727147,-4.053127126096039,10.288021737114127,-0.8959547542862222,-0.7654454369010801,0.020054962578828803,0.7612196001290378,0.19857681119196224,0.186376151386381,0.003992380517906585,0.10002505962713877
CHI,-0.0006653876759927106,-0.004018428148332853,1.0683335326444934,-2.234844576420043,-4.877824495608058,1.7204258773947037,-0.21876626237128155,-0.4457927199827269,0.23024425118413053,0.8535315633260312,-1.089744304196482,0.28667210732777454,-0.23229778404108745,1.3148722349063857,-0.14357649449327045,-0.09949322852195076,-0.29567957404883066,-1.2385039111670213,0.004243335489711784,0.08810281015465256,0.036506246976146656,-0.1680600332204967,0.12048534798666735
CHL,-2868.811615927212,-134.7324362971865,-43.114797598243086,-21.047676536368687,-14.125542243485592,-19.206752100119672,-0.9778923718273903,-4.20112298469668,-0.7003807453905643,14.807309782820603,3.7221830263126816,-2.483666021545597,-7.899667302520342,-4.055086126033932,0.787435971742266,-1.0000264754412707,-0.10779653584531297,-0.34410403668404443,0.44861119139551164,0.8962905760545872,0.0014727416659278192,-0.11035425658004538,0.0127824357073042
CHN,-8327.280259795405,-123.71177110807805,-9.737423509195535,-6.289005816436093,-3.7983977492198586,15.937901276410528,-0.7271282130480614,12.009998337959129,-3.259379404825028,4.574318236751828,-0.0676340720672236,0.6645752652237634,-3.594740995232451,-1.212465764231975,2.7440329127604306,-2.9216365467686236,0.4225868203752763,0.02984393677813112,0.21244118762137096,-0.6158322450846878,-0.0002906861951141943,-0.015845071800200623,-0.0014002746148875484
CMR,-15000.856998834864,-41.18270239309532,42.27266998426106,-1.502484937268898,6.638236879712413,8.738994520920846,-5.826890850460796,-5.273275845452178,-4.980319411811944,4.871776359146103,-2.7354799314563065,3.1886611277178876,1.4061249361384147,-0.7942893759863277,5.138570196724348,-0.21438268431371363,0.47848785291251483,-0.5021120789440274,-0.3158659666889131,-0.5554894806638143,0.08534141356132362,0.05019308496092926,-0.0010488672159226701
COD,-14400.940321985883,-50.26449064118592,54.868334864825876,-3.5291261035836343,10.186850210062563,9.574165887554434,-6.854847941774039,-0.38369753002074586,-5.487574276603883,-0.6335194104060288,-3.36787916810992,1.5146033268591406,-9.934035984150022,4.004845306883474,1.7626753584566546,-0.6320698110176539,1.1207859498866717,-0.14320831161737416,0.13497173166887044,-0.39328361934969824,0.059190008772002034,0.024318386278600918,-0.012526263329301705
COG,-15792.88901909874,233.69742572269593,53.00906929825507,-4.442663347032325,9.201798795837696,6.201846636485282,-4.342927023762035,-7.451548275959449,-5.014325129962276,4.769548495354681,-0.9959256886959228,5.038078531403309,-5.194787621776691,0.18275850198400426,3.127179400742237,2.826519456899469,-0.6062165974067256,-0.44880021460120506,-0.07511966110411367,-0.31363085407886465,0.02984722209192099,0.020805765762046714,-0.013046175874342444
COL,-10196.161905807863,-102.22163728339444,-18.386568990923895,0.2120923853353983,-12.285061230828138,-9.127450031689712,-8.163260465926232,-1.4497805572320492,-2.3275305709880114,12.746396831996526,5.652591282024074,3.908984350761801,-3.261670414127383,-0.5154058897055899,-0.9969282174964681,0.033581492284404234,0.5757789302207141,-0.6044133070378686,0.1947001095620067,0.13892973763599398,0.0179623921787382,-0.026351342856247902,-0.06366724786357114
COM,-15457.919702071062,228.76965067926716,50.659181013544796,-2.7416844093575103,5.577358366791375,7.472187082238566,6.444296267479194,-6.210831723911418,4.8655023113330875,9.034329219389557,6.951672572494821,5.583682668701362,-5.779351009214728,-5.427260906394277,0.48216109909455274,0.34565488643366826,-0.48412143944845154,0.23713503059807345,0.29330909279668566,0.8051873054141475,-0.09678974956398165,0.006288477015943372,-0.05693852170309543
